
上海频道,#genre#
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8


地方频道,#genre#
北京卫视,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?
北京文艺,https://27.221.30.10/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?
北京科教,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?
北京影视,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?
北京财经,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?
北京生活,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京东奥,https://103.15.99.48/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京青年,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?
北京新闻,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?
北京卡酷少儿,https://223.111.24.111/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?
北京卫视,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?
北京文艺,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?
北京科教,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?
北京影视,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?
北京财经,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?
北京生活,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京东奥,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京青年,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?
北京新闻,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?
北京卡酷少儿,https://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?
江苏城市,https://litchiapp-hls.jstv.com/lizhiapp/jscs.m3u8
江苏综艺,https://litchiapp-hls.jstv.com/lizhiapp/jszy.m3u8
江苏影视,https://litchiapp-hls.jstv.com/lizhiapp/jsys.m3u8
江苏国际,https://litchiapp-hls.jstv.com/lizhiapp/jsgj.m3u8
江苏教育,https://litchiapp-hls.jstv.com/lizhiapp/jsjy.m3u8
江苏靓妆,https://litchiapp-hls.jstv.com/lizhiapp/jslz.m3u8
江苏学习,https://litchiapp-hls.jstv.com/lizhiapp/xxpd.m3u8
优漫卡通,https://litchiapp-hls.jstv.com/lizhiapp/ymkt.m3u8
江苏公共新闻,https://litchiapp-hls.jstv.com/lizhiapp/jsgg.m3u8
江苏体育休闲,https://litchiapp-hls.jstv.com/lizhiapp/jsty.m3u8
南京教科频道,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京少儿频道,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活频道,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京十八频道,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京娱乐频道,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京信息频道,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江留学世界,http://hw-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际频道,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
广州综合,https://119.96.70.235/aplay.gztv.com/sec/zhonghe.m3u8
广州新闻,https://119.96.70.235/aplay.gztv.com/sec/xinwen.m3u8
广州法治,https://119.96.70.235/aplay.gztv.com/sec/fazhi.m3u8
广州竞赛,https://119.96.70.235/aplay.gztv.com/sec/jingsai.m3u8
广州影视,https://119.96.70.235/aplay.gztv.com/sec/yingshi.m3u8
广州南国都市,https://119.96.70.235/aplay.gztv.com/sec/shenghuos.m3u8

港澳其他,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰资讯,http://hkss3.phoenixtv.com/fs/pic.stream/.m3u8
凤凰资讯,http://27.47.68.16:808/hls/33/index.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰中文,http://hkss3.phoenixtv.com/fs/pcc.stream/.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://hkss3.phoenixtv.com/fs/phk.stream/.m3u8
凤凰香港,http://27.47.68.71:808/hls/34/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,http://iptv.tvfix.org/hls/jade2.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
CNC中文台,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC中文台,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文台,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CNC英文台,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
iPanda,http://117.148.179.167/PLTV/88888888/224/3221231651/index.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8

NBA直播,#genre#
NBATV,https://d1agn6yv8q3970.cloudfront.net/hls/nbatv/chunks.m3u8
ABC,https://d1agn6yv8q3970.cloudfront.net/hls/abc/chunks.m3u8
ESPN,https://d1agn6yv8q3970.cloudfront.net/hls/espn/chunks.m3u8
TNT,https://d1agn6yv8q3970.cloudfront.net/hls/TNT/chunks.m3u8
凯尔特人,https://d1agn6yv8q3970.cloudfront.net/hls/celtics/chunks.m3u8
尼克斯,https://d1agn6yv8q3970.cloudfront.net/hls/knicks/chunks.m3u8
勇士,https://d1agn6yv8q3970.cloudfront.net/hls/warriors/chunks.m3u8
奇才,https://d1agn6yv8q3970.cloudfront.net/hls/wizards/chunks.m3u8
骑士,https://d1agn6yv8q3970.cloudfront.net/hls/cavaliers/chunks.m3u8
灰熊,https://d1agn6yv8q3970.cloudfront.net/hls/grizzlies/chunks.m3u8
快船,https://d1agn6yv8q3970.cloudfront.net/hls/clippers/chunks.m3u8
老鹰,https://d1agn6yv8q3970.cloudfront.net/hls/hawks/chunks.m3u8
魔术,https://d1agn6yv8q3970.cloudfront.net/hls/magic/chunks.m3u8
热火,https://d1agn6yv8q3970.cloudfront.net/hls/heat/chunks.m3u8
独行侠,https://d1agn6yv8q3970.cloudfront.net/hls/mavericks/chunks.m3u8
马刺,https://d1agn6yv8q3970.cloudfront.net/hls/spurs/chunks.m3u8
湖人,https://d1agn6yv8q3970.cloudfront.net/hls/lakers/chunks.m3u8
鹈鹕,https://d1agn6yv8q3970.cloudfront.net/hls/pelicans/chunks.m3u8
黄蜂,https://d1agn6yv8q3970.cloudfront.net/hls/hornets/chunks.m3u8
76人,https://d1agn6yv8q3970.cloudfront.net/hls/76ers/chunks.m3u8
篮网,https://d1agn6yv8q3970.cloudfront.net/hls/nets/chunks.m3u8
公牛,https://d1agn6yv8q3970.cloudfront.net/hls/bulls/chunks.m3u8
步行者,https://d1agn6yv8q3970.cloudfront.net/hls/pacers/chunks.m3u8
雄鹿,https://d1agn6yv8q3970.cloudfront.net/hls/bucks/chunks.m3u8
开拓者,https://d1agn6yv8q3970.cloudfront.net/hls/blazers/chunks.m3u8
猛龙,https://d1agn6yv8q3970.cloudfront.net/hls/raptors/chunks.m3u8
雷霆,https://d1agn6yv8q3970.cloudfront.net/hls/thunder/chunks.m3u8
太阳,https://d1agn6yv8q3970.cloudfront.net/hls/suns/chunks.m3u8
爵士,https://d1agn6yv8q3970.cloudfront.net/hls/jazz/chunks.m3u8
掘金,https://d1agn6yv8q3970.cloudfront.net/hls/nuggets/chunks.m3u8
国王,https://d1agn6yv8q3970.cloudfront.net/hls/kings/chunks.m3u8
活塞,https://d1agn6yv8q3970.cloudfront.net/hls/pistons/chunks.m3u8
火箭,https://d1agn6yv8q3970.cloudfront.net/hls/rockets/chunks.m3u8
森林狼,https://d1agn6yv8q3970.cloudfront.net/hls/timberwolves/chunks.m3u8

NewTV频道,#genre#
超级电视剧,http://117.169.30.5:6610/PLTV/88888888/224/3221225765/2/index.m3u8?fmt=ts2hls
超级电视剧,http://117.169.30.5:6610/PLTV/88888888/224/3221225625/2/index.m3u8?fmt=ts2hls
超级电影,http://117.169.30.5:6610/PLTV/88888888/224/3221225766/2/index.m3u8?fmt=ts2hls
超级电影,http://117.169.30.5:6610/PLTV/88888888/224/3221225623/2/index.m3u8?fmt=ts2hls
超级体育,http://117.169.30.5:6610/PLTV/88888888/224/3221225622/2/index.m3u8?fmt=ts2hls
超级体育,http://117.169.30.5:6610/PLTV/88888888/224/3221225767/2/index.m3u8?fmt=ts2hls
超级体育,http://117.169.30.5:6610/PLTV/88888888/224/3221225648/2/index.m3u8?fmt=ts2hls
超级综艺,http://117.169.30.5:6610/PLTV/88888888/224/3221225768/2/index.m3u8?fmt=ts2hls
